case_text,administrative,criminal,civil,constitutional,family,commercial
Mukti files lawsuit against kshitij for breach of partnership terms.,0,0,0,0,0,1
Property ownership between Aaradhya and Sara contested in Mexico City court.,0,0,1,0,0,0
Petition filed by Anushree regarding violation of free speech rights.,0,0,0,1,0,0
Rohit files lawsuit against Ramesh for breach of partnership terms. Mr. Kunal challenges the new municipal tax regulation in Brisbane.,1,0,0,0,0,1
Shubham and Aman file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Startup TCS sues ex-employee Sara for leaking trade secrets.,0,0,0,0,0,1
Prashant and Piyush file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Shubham and John file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Jyotir and Gukesh file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Startup American Express sues ex-employee Mohit for leaking trade secrets.,0,0,0,0,0,1
Startup Hyundai sues ex-employee David for leaking trade secrets.,0,0,0,0,0,1
Petition filed by Arpita regarding violation of free speech rights.,0,0,0,1,0,0
Property ownership between Salman and Arpita contested in Goa court.,0,0,1,0,0,0
Government hiring procedure disputed by Aaradhya from Lima.,1,0,0,0,0,0
Police arrest Anshika in Moscow for organized financial fraud.,0,1,0,0,0,0
John and Ayesha file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Sudhir is charged with theft at São Paulo mall.,0,1,0,0,0,0
Startup Citibank sues ex-employee Arpita for leaking trade secrets.,0,0,0,0,0,1
Startup Yum! Brands sues ex-employee Utkarsh for leaking trade secrets. Government hiring procedure disputed by Utkarsh from Dubai.,1,0,0,0,0,1
Citizens in Seoul protest changes in election laws. Government hiring procedure disputed by Mukti from Cairo.,1,0,0,1,0,0
Citizens in Lima protest changes in election laws.,0,0,0,1,0,0
Anushree is charged with theft at Mexico City mall.,0,1,0,0,0,0
Kartikey sues Simran over sudden rental agreement termination. Tanmay and Aman file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Custody battle between John and Aditya in Seoul family court.,0,0,0,0,1,0
Government hiring procedure disputed by Aman from Chennai.,1,0,0,0,0,0
Petition filed by Salman regarding violation of free speech rights.,0,0,0,1,0,0
Citizens in Chennai protest changes in election laws. Mr. Sudhir challenges the new municipal tax regulation in Jakarta.,1,0,0,1,0,0
Amit files lawsuit against Priya for breach of partnership terms.,0,0,0,0,0,1
Gukesh is charged with theft at Dubai mall. Petition filed by Shivam regarding violation of free speech rights.,0,1,0,1,0,0
Mr. Tanmay challenges the new municipal tax regulation in Sydney.,1,0,0,0,0,0
Simran sues Rohit over sudden rental agreement termination.,0,0,1,0,0,0
Police arrest Prashant in Moscow for organized financial fraud.,0,1,0,0,0,0
Police arrest Simran in Kuala Lumpur for organized financial fraud. Petition filed by Amit regarding violation of free speech rights.,0,1,0,1,0,0
Police arrest Aman in Bangkok for organized financial fraud.,0,1,0,0,0,0
Citizens in Goa protest changes in election laws. Mr. Arpita challenges the new municipal tax regulation in Kuala Lumpur.,1,0,0,1,0,0
Mr. Himanshi challenges the new municipal tax regulation in Cairo.,1,0,0,0,0,0
John sues Arpita over sudden rental agreement termination. Custody battle between Harvijay and Simran in São Paulo family court.,0,0,1,0,1,0
Simran is charged with theft at Sydney mall.,0,1,0,0,0,0
Petition filed by Ramesh regarding violation of free speech rights.,0,0,0,1,0,0
Citizens in Johannesburg protest changes in election laws. Mr. Anjali challenges the new municipal tax regulation in Bangkok.,1,0,0,1,0,0
Police arrest David in Manchester for organized financial fraud.,0,1,0,0,0,0
Ramesh sues Kartikey over sudden rental agreement termination. Anshika files lawsuit against Piyush for breach of partnership terms.,0,0,1,0,0,1
Property ownership between Ayesha and Sudhir contested in Bangkok court.,0,0,1,0,0,0
kshitij sues Amit over sudden rental agreement termination. Custody battle between Shubham and Shouryan in Dehradun family court.,0,0,1,0,1,0
Simran is charged with theft at Beijing mall.,0,1,0,0,0,0
Citizens in Manchester protest changes in election laws.,0,0,0,1,0,0
Property ownership between Chen and Fatima contested in Brisbane court.,0,0,1,0,0,0
Startup Netflix sues ex-employee David for leaking trade secrets.,0,0,0,0,0,1
Citizens in Vishakhapatnam protest changes in election laws.,0,0,0,1,0,0
Citizens in Chennai protest changes in election laws. Mr. Ramesh challenges the new municipal tax regulation in Chennai.,1,0,0,1,0,0
Police arrest Kartikey in Jammu for organized financial fraud.,0,1,0,0,0,0
Government hiring procedure disputed by Amit from Singapore.,1,0,0,0,0,0
Mr. Monika challenges the new municipal tax regulation in Amsterdam.,1,0,0,0,0,0
Property ownership between Ramesh and Shivam contested in Brisbane court. Custody battle between Shubham and Mukti in Vishakhapatnam family court.,0,0,1,0,1,0
Police arrest Kunal in Barcelona for organized financial fraud. Citizens in Vishakhapatnam protest changes in election laws.,0,1,0,1,0,0
Petition filed by Anshika regarding violation of free speech rights.,0,0,0,1,0,0
Government hiring procedure disputed by Shouryan from Singapore.,1,0,0,0,0,0
Mr. Jyotir challenges the new municipal tax regulation in Mumbai.,1,0,0,0,0,0
Petition filed by Titiksha regarding violation of free speech rights. Mr. Kunal challenges the new municipal tax regulation in Shanghai.,1,0,0,1,0,0
Mr. Chen challenges the new municipal tax regulation in Manchester.,1,0,0,0,0,0
Property ownership between Tanmay and Salman contested in Istanbul court.,0,0,1,0,0,0
Police arrest Anshika in Bangkok for organized financial fraud.,0,1,0,0,0,0
Property ownership between Kunal and Piyush contested in Pune court. Arpita files lawsuit against Shubham for breach of partnership terms.,0,0,1,0,0,1
Prashant sues Anjali over sudden rental agreement termination.,0,0,1,0,0,0
Petition filed by Piyush regarding violation of free speech rights.,0,0,0,1,0,0
Fatima sues kshitij over sudden rental agreement termination. Piyush files lawsuit against John for breach of partnership terms.,0,0,1,0,0,1
Custody battle between Ayesha and Arpita in Dubai family court.,0,0,0,0,1,0
Property ownership between Jyotir and Tanmay contested in Beijing court.,0,0,1,0,0,0
Mr. Mohit challenges the new municipal tax regulation in Kuala Lumpur.,1,0,0,0,0,0
Property ownership between Anushree and Aaradhya contested in Beijing court.,0,0,1,0,0,0
Petition filed by Anushree regarding violation of free speech rights.,0,0,0,1,0,0
Startup Salesforce sues ex-employee Amit for leaking trade secrets. Government hiring procedure disputed by Kunal from Istanbul.,1,0,0,0,0,1
Mr. Amit challenges the new municipal tax regulation in Moscow.,1,0,0,0,0,0
Salman and Ramesh file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Police arrest Sukesh in Osaka for organized financial fraud.,0,1,0,0,0,0
Sunita is charged with theft at Brussels mall. Citizens in Goa protest changes in election laws.,0,1,0,1,0,0
Police arrest Anushka in Brussels for organized financial fraud.,0,1,0,0,0,0
Property ownership between Jatin and Rakesh contested in Kerela court. Salman files lawsuit against Fatima for breach of partnership terms.,0,0,1,0,0,1
Utkarsh sues Mukti over sudden rental agreement termination. Raj files lawsuit against Shubham for breach of partnership terms.,0,0,1,0,0,1
Chen files lawsuit against Jyotir for breach of partnership terms. Mr. Titiksha challenges the new municipal tax regulation in Osaka.,1,0,0,0,0,1
Custody battle between Raj and Raj in Rome family court.,0,0,0,0,1,0
Ramesh files lawsuit against Sudhir for breach of partnership terms.,0,0,0,0,0,1
Anshika files lawsuit against Titiksha for breach of partnership terms. Mr. Sudhir challenges the new municipal tax regulation in Kerela.,1,0,0,0,0,1
Mr. Shubham challenges the new municipal tax regulation in Jammu.,1,0,0,0,0,0
Omar sues Amit over sudden rental agreement termination. Custody battle between Gukesh and Omar in Rome family court.,0,0,1,0,1,0
Mukti files lawsuit against Anushka for breach of partnership terms.,0,0,0,0,0,1
Startup Marriott International sues ex-employee Yash for leaking trade secrets. Mr. Jatin challenges the new municipal tax regulation in Sydney.,1,0,0,0,0,1
Property ownership between Prashant and Sudhir contested in Kerela court. Custody battle between Sunita and Shouryan in Manila family court.,0,0,1,0,1,0
Government hiring procedure disputed by Himanshi from Pune.,1,0,0,0,0,0
Prashant files lawsuit against Ramesh for breach of partnership terms. Mr. Mohit challenges the new municipal tax regulation in Lima.,1,0,0,0,0,1
Aaradhya and Amit file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Property ownership between Fatima and Gukesh contested in Pune court.,0,0,1,0,0,0
Police arrest Anjali in Rome for organized financial fraud.,0,1,0,0,0,0
Police arrest Raj in Jammu for organized financial fraud. Citizens in Doha protest changes in election laws.,0,1,0,1,0,0
Kartikey is charged with theft at Bnaglore mall. Citizens in Jammu protest changes in election laws.,0,1,0,1,0,0
Mr. Rakesh challenges the new municipal tax regulation in Cape Town.,1,0,0,0,0,0
Mr. Yash challenges the new municipal tax regulation in Kuala Lumpur.,1,0,0,0,0,0
Mr. Aditya challenges the new municipal tax regulation in Amsterdam.,1,0,0,0,0,0
John sues Ramesh over sudden rental agreement termination. Startup AT&T sues ex-employee Shubham for leaking trade secrets.,0,0,1,0,0,1
Petition filed by Mukti regarding violation of free speech rights.,0,0,0,1,0,0
Petition filed by Fatima regarding violation of free speech rights. Mr. Kartikey challenges the new municipal tax regulation in Moscow.,1,0,0,1,0,0
Custody battle between Amit and Anshika in Melbourne family court.,0,0,0,0,1,0
Custody battle between Omar and kshitij in Paris family court.,0,0,0,0,1,0
Petition filed by Priya regarding violation of free speech rights.,0,0,0,1,0,0
Citizens in Mumbai protest changes in election laws. Mr. Rakesh challenges the new municipal tax regulation in Singapore.,1,0,0,1,0,0
Citizens in Dubai protest changes in election laws.,0,0,0,1,0,0
Police arrest Ayesha in Johannesburg for organized financial fraud. Citizens in Goa protest changes in election laws.,0,1,0,1,0,0
Police arrest Anushree in Dehradun for organized financial fraud. Petition filed by Anushka regarding violation of free speech rights.,0,1,0,1,0,0
Property ownership between Aditya and Kartikey contested in Brussels court.,0,0,1,0,0,0
Petition filed by Anshika regarding violation of free speech rights. Mr. Salman challenges the new municipal tax regulation in New York.,1,0,0,1,0,0
Citizens in Shanghai protest changes in election laws.,0,0,0,1,0,0
Mr. Anushree challenges the new municipal tax regulation in Goa.,1,0,0,0,0,0
Property ownership between Kartikey and Anushree contested in Dubai court. Startup Johnson & Johnson sues ex-employee kshitij for leaking trade secrets.,0,0,1,0,0,1
Citizens in Rome protest changes in election laws.,0,0,0,1,0,0
Yash sues Anshika over sudden rental agreement termination.,0,0,1,0,0,0
Property ownership between Aaradhya and Amit contested in Istanbul court.,0,0,1,0,0,0
Himanshi is charged with theft at Tokyo mall. Petition filed by Tanmay regarding violation of free speech rights.,0,1,0,1,0,0
Government hiring procedure disputed by Shivam from Moscow.,1,0,0,0,0,0
kshitij is charged with theft at Brussels mall.,0,1,0,0,0,0
Mohit is charged with theft at Mexico City mall. Citizens in Riyadh protest changes in election laws.,0,1,0,1,0,0
Citizens in Vishakhapatnam protest changes in election laws. Mr. Tanmay challenges the new municipal tax regulation in Shanghai.,1,0,0,1,0,0
Startup Honda sues ex-employee Prashant for leaking trade secrets.,0,0,0,0,0,1
Startup Delta Airlines sues ex-employee Anushree for leaking trade secrets. Mr. Mahesh challenges the new municipal tax regulation in Doha.,1,0,0,0,0,1
Jyotir files lawsuit against Arpita for breach of partnership terms. Government hiring procedure disputed by Anshika from Singapore.,1,0,0,0,0,1
Citizens in Cairo protest changes in election laws.,0,0,0,1,0,0
Mr. Anshika challenges the new municipal tax regulation in Goa.,1,0,0,0,0,0
Property ownership between Rohit and Arpita contested in Kashmir court.,0,0,1,0,0,0
Priya files lawsuit against Gukesh for breach of partnership terms.,0,0,0,0,0,1
Mr. Prashant challenges the new municipal tax regulation in Beijing.,1,0,0,0,0,0
Mr. Tanmay challenges the new municipal tax regulation in Bangkok.,1,0,0,0,0,0
Petition filed by Shivam regarding violation of free speech rights. Mr. kshitij challenges the new municipal tax regulation in Istanbul.,1,0,0,1,0,0
Property ownership between Tanmay and Sara contested in Madrid court.,0,0,1,0,0,0
Mr. Mukti challenges the new municipal tax regulation in Manchester.,1,0,0,0,0,0
Mohit is charged with theft at Seoul mall. Petition filed by Sunita regarding violation of free speech rights.,0,1,0,1,0,0
Prashant sues Chen over sudden rental agreement termination. Utkarsh and Simran file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Mr. Amit challenges the new municipal tax regulation in Pune.,1,0,0,0,0,0
Police arrest Jatin in Kuala Lumpur for organized financial fraud. Petition filed by Anushka regarding violation of free speech rights.,0,1,0,1,0,0
Property ownership between Tanmay and Shouryan contested in Bangkok court.,0,0,1,0,0,0
Citizens in Pune protest changes in election laws. Mr. Monika challenges the new municipal tax regulation in Amsterdam.,1,0,0,1,0,0
Prashant is charged with theft at Doha mall. Citizens in London protest changes in election laws.,0,1,0,1,0,0
Petition filed by Anushka regarding violation of free speech rights.,0,0,0,1,0,0
Police arrest Prashant in Kerela for organized financial fraud.,0,1,0,0,0,0
Custody battle between Priya and Akshay in Cape Town family court.,0,0,0,0,1,0
Petition filed by Aditya regarding violation of free speech rights.,0,0,0,1,0,0
Police arrest Anjali in Jakarta for organized financial fraud. Petition filed by Aaradhya regarding violation of free speech rights.,0,1,0,1,0,0
Property ownership between Chen and Mukti contested in Madrid court. Startup BMW sues ex-employee Piyush for leaking trade secrets.,0,0,1,0,0,1
Startup Goldman Sachs sues ex-employee Titiksha for leaking trade secrets. Government hiring procedure disputed by Himanshi from Berlin.,1,0,0,0,0,1
Property ownership between Mukti and Harvijay contested in Jakarta court. Amit files lawsuit against Priya for breach of partnership terms.,0,0,1,0,0,1
Harvijay files lawsuit against Tanmay for breach of partnership terms.,0,0,0,0,0,1
Petition filed by Aditya regarding violation of free speech rights.,0,0,0,1,0,0
Petition filed by Shouryan regarding violation of free speech rights. Government hiring procedure disputed by Mukti from Jammu.,1,0,0,1,0,0
Property ownership between Aditya and Mohit contested in London court. Custody battle between Rohit and Jatin in Goa family court.,0,0,1,0,1,0
Yash sues Shubham over sudden rental agreement termination.,0,0,1,0,0,0
Rohit files lawsuit against Anushka for breach of partnership terms. Mr. Rohit challenges the new municipal tax regulation in Delhi.,1,0,0,0,0,1
Shivam and Monika file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Citizens in Dehradun protest changes in election laws. Government hiring procedure disputed by Shivam from Johannesburg.,1,0,0,1,0,0
Kartikey files lawsuit against Mohit for breach of partnership terms. Mr. Sukesh challenges the new municipal tax regulation in Delhi.,1,0,0,0,0,1
Akshay and Omar file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Government hiring procedure disputed by Omar from Sydney.,1,0,0,0,0,0
Aaradhya files lawsuit against Titiksha for breach of partnership terms.,0,0,0,0,0,1
Startup PayPal sues ex-employee Mukti for leaking trade secrets.,0,0,0,0,0,1
Fatima sues David over sudden rental agreement termination.,0,0,1,0,0,0
Anshika files lawsuit against Kartikey for breach of partnership terms. Mr. Sukesh challenges the new municipal tax regulation in Mumbai.,1,0,0,0,0,1
Property ownership between Titiksha and Utkarsh contested in Kerela court. Prashant and Sunita file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Citizens in Tokyo protest changes in election laws.,0,0,0,1,0,0
Startup Wells Fargo sues ex-employee Salman for leaking trade secrets.,0,0,0,0,0,1
Sara sues Mahesh over sudden rental agreement termination.,0,0,1,0,0,0
Police arrest Ayesha in New York for organized financial fraud.,0,1,0,0,0,0
Himanshi files lawsuit against Aaradhya for breach of partnership terms.,0,0,0,0,0,1
Property ownership between Chen and Kunal contested in Mexico City court. Prashant and Titiksha file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Police arrest Piyush in Cape Town for organized financial fraud.,0,1,0,0,0,0
Priya sues Rohit over sudden rental agreement termination. Custody battle between Shivam and Tanmay in Seoul family court.,0,0,1,0,1,0
Property ownership between Omar and Gukesh contested in Cairo court. Custody battle between Yash and Prashant in Sydney family court.,0,0,1,0,1,0
Mr. Utkarsh challenges the new municipal tax regulation in Delhi.,1,0,0,0,0,0
Government hiring procedure disputed by kshitij from Moscow.,1,0,0,0,0,0
Property ownership between Omar and Kartikey contested in Cairo court.,0,0,1,0,0,0
Monika sues Raj over sudden rental agreement termination. Chen and Anjali file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Shouryan is charged with theft at Barcelona mall. Citizens in Tokyo protest changes in election laws.,0,1,0,1,0,0
Citizens in Amsterdam protest changes in election laws.,0,0,0,1,0,0
Citizens in Kerela protest changes in election laws. Government hiring procedure disputed by Mahesh from Barcelona.,1,0,0,1,0,0
Property ownership between Sara and Akshay contested in Jammu court.,0,0,1,0,0,0
Property ownership between Omar and Rakesh contested in Kerela court.,0,0,1,0,0,0
Citizens in Melbourne protest changes in election laws.,0,0,0,1,0,0
Startup TotalEnergies sues ex-employee kshitij for leaking trade secrets.,0,0,0,0,0,1
Mr. John challenges the new municipal tax regulation in Jakarta.,1,0,0,0,0,0
Sunita sues David over sudden rental agreement termination. Piyush files lawsuit against Prashant for breach of partnership terms.,0,0,1,0,0,1
Startup American Express sues ex-employee Ayesha for leaking trade secrets.,0,0,0,0,0,1
Startup Vodafone sues ex-employee Prashant for leaking trade secrets.,0,0,0,0,0,1
Property ownership between Aaradhya and Tanmay contested in Mexico City court. Startup Microsoft sues ex-employee Mahesh for leaking trade secrets.,0,0,1,0,0,1
Gukesh and Prashant file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Citizens in Berlin protest changes in election laws.,0,0,0,1,0,0
Police arrest Gukesh in Manchester for organized financial fraud.,0,1,0,0,0,0
Government hiring procedure disputed by Arpita from Vishakhapatnam.,1,0,0,0,0,0
Government hiring procedure disputed by Prashant from Mexico City.,1,0,0,0,0,0
Property ownership between Kunal and Anshika contested in Kerela court. Titiksha files lawsuit against John for breach of partnership terms.,0,0,1,0,0,1
Government hiring procedure disputed by Rohit from Vishakhapatnam.,1,0,0,0,0,0
Anshika sues Priya over sudden rental agreement termination. Startup IKEA sues ex-employee Sara for leaking trade secrets.,0,0,1,0,0,1
Property ownership between Tanmay and Gukesh contested in Buenos Aires court. Startup Delta Airlines sues ex-employee Shivam for leaking trade secrets.,0,0,1,0,0,1
Police arrest Anushka in New York for organized financial fraud. Petition filed by Shouryan regarding violation of free speech rights.,0,1,0,1,0,0
Citizens in Moscow protest changes in election laws.,0,0,0,1,0,0
Ramesh and Sukesh file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Startup Wipro sues ex-employee kshitij for leaking trade secrets.,0,0,0,0,0,1
Mr. Harvijay challenges the new municipal tax regulation in Dubai.,1,0,0,0,0,0
Police arrest Harvijay in Cape Town for organized financial fraud.,0,1,0,0,0,0
Mukti sues Rohit over sudden rental agreement termination.,0,0,1,0,0,0
Startup TCS sues ex-employee Harvijay for leaking trade secrets. Mr. Harvijay challenges the new municipal tax regulation in Dubai.,1,0,0,0,0,1
Rohit sues Fatima over sudden rental agreement termination.,0,0,1,0,0,0
Police arrest Raj in New York for organized financial fraud.,0,1,0,0,0,0
Custody battle between Mahesh and Rakesh in Buenos Aires family court.,0,0,0,0,1,0
Custody battle between Monika and Anshika in Seoul family court.,0,0,0,0,1,0
Police arrest Priya in Johannesburg for organized financial fraud.,0,1,0,0,0,0
Akshay sues Aman over sudden rental agreement termination. Custody battle between Mahesh and Omar in Lima family court.,0,0,1,0,1,0
Citizens in Brisbane protest changes in election laws. Mr. Mohit challenges the new municipal tax regulation in Pune.,1,0,0,1,0,0
Government hiring procedure disputed by Omar from Goa.,1,0,0,0,0,0
Shouryan sues Aman over sudden rental agreement termination.,0,0,1,0,0,0
Startup Wells Fargo sues ex-employee Anshika for leaking trade secrets.,0,0,0,0,0,1
Priya files lawsuit against Simran for breach of partnership terms.,0,0,0,0,0,1
Citizens in Shanghai protest changes in election laws.,0,0,0,1,0,0
Petition filed by Rohit regarding violation of free speech rights. Government hiring procedure disputed by David from Manila.,1,0,0,1,0,0
Startup General Motors sues ex-employee Anushka for leaking trade secrets. Mr. Rakesh challenges the new municipal tax regulation in Jammu.,1,0,0,0,0,1
Police arrest John in Bnaglore for organized financial fraud.,0,1,0,0,0,0
Police arrest Shouryan in Barcelona for organized financial fraud.,0,1,0,0,0,0
Mr. Anjali challenges the new municipal tax regulation in Doha.,1,0,0,0,0,0
Omar is charged with theft at Brussels mall.,0,1,0,0,0,0
Startup Starbucks sues ex-employee Fatima for leaking trade secrets.,0,0,0,0,0,1
Rohit files lawsuit against Anushree for breach of partnership terms. Mr. Utkarsh challenges the new municipal tax regulation in Cairo.,1,0,0,0,0,1
Police arrest Chen in Jammu for organized financial fraud. Petition filed by Rohit regarding violation of free speech rights.,0,1,0,1,0,0
Custody battle between Kunal and Anshika in Riyadh family court.,0,0,0,0,1,0
Petition filed by Aditya regarding violation of free speech rights.,0,0,0,1,0,0
John and Tanmay file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Utkarsh is charged with theft at Rome mall.,0,1,0,0,0,0
Mr. Sunita challenges the new municipal tax regulation in Delhi.,1,0,0,0,0,0
Mr. Fatima challenges the new municipal tax regulation in Sydney.,1,0,0,0,0,0
Amit is charged with theft at Kerela mall.,0,1,0,0,0,0
Custody battle between Yash and Shubham in Istanbul family court.,0,0,0,0,1,0
Yash sues Mohit over sudden rental agreement termination.,0,0,1,0,0,0
David is charged with theft at Brisbane mall. Petition filed by Shivam regarding violation of free speech rights.,0,1,0,1,0,0
Custody battle between Sukesh and John in Bnaglore family court.,0,0,0,0,1,0
Mr. Monika challenges the new municipal tax regulation in Singapore.,1,0,0,0,0,0
Police arrest Omar in London for organized financial fraud.,0,1,0,0,0,0
Petition filed by Chen regarding violation of free speech rights.,0,0,0,1,0,0
Startup Intel Corporation sues ex-employee Rakesh for leaking trade secrets.,0,0,0,0,0,1
Mahesh files lawsuit against Mahesh for breach of partnership terms.,0,0,0,0,0,1
Ramesh files lawsuit against Aaradhya for breach of partnership terms. Government hiring procedure disputed by Shubham from Riyadh.,1,0,0,0,0,1
Startup BMW sues ex-employee Sunita for leaking trade secrets.,0,0,0,0,0,1
Startup Sun Pharma sues ex-employee Akshay for leaking trade secrets. Mr. Sara challenges the new municipal tax regulation in Chennai.,1,0,0,0,0,1
Mr. Piyush challenges the new municipal tax regulation in Riyadh.,1,0,0,0,0,0
Petition filed by Ramesh regarding violation of free speech rights. Mr. Kartikey challenges the new municipal tax regulation in Paris.,1,0,0,1,0,0
Mahesh files lawsuit against Amit for breach of partnership terms. Government hiring procedure disputed by Jatin from Sydney.,1,0,0,0,0,1
Kartikey is charged with theft at Lima mall.,0,1,0,0,0,0
Arpita sues Titiksha over sudden rental agreement termination.,0,0,1,0,0,0
Startup Emirates sues ex-employee Akshay for leaking trade secrets.,0,0,0,0,0,1
Property ownership between Anushree and Shouryan contested in Beijing court.,0,0,1,0,0,0
Property ownership between Shubham and Shivam contested in Madrid court. Custody battle between Jyotir and Utkarsh in Sydney family court.,0,0,1,0,1,0
Petition filed by Anshika regarding violation of free speech rights.,0,0,0,1,0,0
Harvijay sues Shivam over sudden rental agreement termination. Custody battle between Simran and Harvijay in Jammu family court.,0,0,1,0,1,0
Mukti sues Shouryan over sudden rental agreement termination.,0,0,1,0,0,0
Government hiring procedure disputed by David from Kuala Lumpur.,1,0,0,0,0,0
Chen is charged with theft at New York mall.,0,1,0,0,0,0
Utkarsh files lawsuit against Priya for breach of partnership terms. Mr. Mahesh challenges the new municipal tax regulation in Kuala Lumpur.,1,0,0,0,0,1
Simran files lawsuit against Gukesh for breach of partnership terms.,0,0,0,0,0,1
Jatin and Amit file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Police arrest Aditya in Melbourne for organized financial fraud. Petition filed by Aditya regarding violation of free speech rights.,0,1,0,1,0,0
Property ownership between Aaradhya and Omar contested in Dubai court. Yash files lawsuit against Ayesha for breach of partnership terms.,0,0,1,0,0,1
Mukti is charged with theft at Doha mall.,0,1,0,0,0,0
Rakesh and Shubham file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Sudhir sues Arpita over sudden rental agreement termination. Custody battle between Prashant and Arpita in London family court.,0,0,1,0,1,0
Police arrest Fatima in Delhi for organized financial fraud.,0,1,0,0,0,0
Citizens in Barcelona protest changes in election laws.,0,0,0,1,0,0
Petition filed by Priya regarding violation of free speech rights. Mr. Amit challenges the new municipal tax regulation in Goa.,1,0,0,1,0,0
Police arrest Yash in New York for organized financial fraud.,0,1,0,0,0,0
Anushka is charged with theft at Jammu mall. Citizens in Seoul protest changes in election laws.,0,1,0,1,0,0
Priya files lawsuit against Arpita for breach of partnership terms.,0,0,0,0,0,1
Government hiring procedure disputed by Harvijay from Sydney.,1,0,0,0,0,0
Mr. Prashant challenges the new municipal tax regulation in Brisbane.,1,0,0,0,0,0
Simran files lawsuit against Aman for breach of partnership terms.,0,0,0,0,0,1
Sara files lawsuit against Chen for breach of partnership terms. Government hiring procedure disputed by Ayesha from Bnaglore.,1,0,0,0,0,1
Mr. Ayesha challenges the new municipal tax regulation in Barcelona.,1,0,0,0,0,0
Citizens in Johannesburg protest changes in election laws. Mr. Aditya challenges the new municipal tax regulation in London.,1,0,0,1,0,0
Mr. Jyotir challenges the new municipal tax regulation in Riyadh.,1,0,0,0,0,0
Police arrest Yash in Bnaglore for organized financial fraud.,0,1,0,0,0,0
Fatima sues Sukesh over sudden rental agreement termination. Custody battle between Ramesh and Simran in Madrid family court.,0,0,1,0,1,0
Sudhir and Sunita file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Ayesha files lawsuit against Raj for breach of partnership terms.,0,0,0,0,0,1
Piyush files lawsuit against Kunal for breach of partnership terms.,0,0,0,0,0,1
Citizens in Istanbul protest changes in election laws.,0,0,0,1,0,0
Petition filed by Raj regarding violation of free speech rights.,0,0,0,1,0,0
Mr. Chen challenges the new municipal tax regulation in Manila.,1,0,0,0,0,0
Amit is charged with theft at Shanghai mall.,0,1,0,0,0,0
Government hiring procedure disputed by Aaradhya from Vishakhapatnam.,1,0,0,0,0,0
Custody battle between Jatin and Prashant in Rome family court.,0,0,0,0,1,0
Aditya is charged with theft at Berlin mall. Petition filed by Shivam regarding violation of free speech rights.,0,1,0,1,0,0
Police arrest Gukesh in Cape Town for organized financial fraud.,0,1,0,0,0,0
Government hiring procedure disputed by David from Abu Dhabi.,1,0,0,0,0,0
Prashant is charged with theft at Dubai mall.,0,1,0,0,0,0
